AC,ID,DE,TP
PF03955.17,Adeno_PIX,Adenovirus hexon-associated protein (IX),Family
PF03910.16,Adeno_PV,Adenovirus minor core protein PV,Family
PF01310.21,Adeno_PVIII,"Adenovirus hexon associated protein, protein VIII",Family
PF05829.15,Adeno_PX,Adenovirus late L2 mu core protein (Protein X),Family
PF00608.20,Adeno_shaft,Adenoviral fibre protein (repeat/shaft region),Repeat
PF02459.18,Adeno_terminal,Adenoviral DNA terminal protein,Family
PF03228.17,Adeno_VII,Adenoviral core protein VII,Family
PF16579.8,AdenylateSensor,Adenylate sensor of SNF1-like protein kinase,Domain
PF01295.21,Adenylate_cycl,"Adenylate cyclase, class-I",Family
PF00709.24,Adenylsucc_synt,Adenylosuccinate synthetase,Domain
PF12633.10,Adenyl_cycl_N,Adenylate cyclase NT domain,Domain
PF04439.15,Adenyl_transf,Streptomycin adenylyltransferase,Family
PF19582.2,AdeT1_2,Solute-binding protein AdeT 1/2,Family
PF16812.8,AdHead_fibreRBD,C-terminal head domain of the fowl adenovirus type 1 long fibre,Domain
PF09085.13,Adhes-Ig_like,"Adhesion molecule, immunoglobulin-like",Domain
PF04619.15,Adhesin_Dr,Dr-family adhesin,Family
PF16747.8,Adhesin_E,Surface-adhesin protein E,Domain
PF03257.16,Adhesin_P1_C,"Mycoplasma adhesin P1, C-terminal",Domain
PF18652.4,Adhesin_P1_N,Adhesin P1 N-terminal domain,Domain
PF08240.15,ADH_N,Alcohol dehydrogenase GroES-like domain,Domain
PF16884.8,ADH_N_2,N-terminal domain of oxidoreductase,Family
PF13823.9,ADH_N_assoc,Alcohol dehydrogenase GroES-associated,Family
PF00106.28,adh_short,short chain dehydrogenase,Domain
PF13561.9,adh_short_C2,Enoyl-(Acyl carrier protein) reductase,Domain
PF00107.29,ADH_zinc_N,Zinc-binding dehydrogenase,Domain
PF13602.9,ADH_zinc_N_2,Zinc-binding dehydrogenase,Domain
PF02274.20,ADI,Arginine deiminase,Family
PF11559.11,ADIP,Afadin- and alpha -actinin-Binding,Coiled-coil
PF15202.9,Adipogenin,Adipogenin,Family
PF06377.14,Adipokin_hormo,Adipokinetic hormone,Family
PF00406.25,ADK,Adenylate kinase,Domain
PF05191.17,ADK_lid,"Adenylate kinase, active site lid",Domain
PF19627.2,ADNP_N,Activity-dependent neuroprotector homeobox protein N-terminal,Domain
PF05221.20,AdoHcyase,S-adenosyl-L-homocysteine hydrolase,Domain
PF00670.24,AdoHcyase_NAD,"S-adenosyl-L-homocysteine hydrolase, NAD binding domain",Domain
PF08132.14,AdoMetDC_leader,S-adenosyl-l-methionine decarboxylase leader peptide,Family
PF02675.18,AdoMet_dc,S-adenosylmethionine decarboxylase,Family
PF07757.16,AdoMet_MTase,Predicted AdoMet-dependent methyltransferase,Family
PF01941.22,AdoMet_Synthase,S-adenosylmethionine synthetase (AdoMet synthetase),Family
PF03496.17,ADPrib_exo_Tox,ADP-ribosyltransferase exoenzyme,Family
PF18648.4,ADPRTs_Tse2,Tse2 ADP-ribosyltransferase toxins,Domain
PF04587.18,ADP_PFK_GK,ADP-specific Phosphofructokinase/Glucokinase conserved region,Family
PF03747.17,ADP_ribosyl_GH,ADP-ribosylglycohydrolase,Family
PF10397.12,ADSL_C,Adenylosuccinate lyase C-terminus,Domain
PF20032.2,ADYC,ADYC domain,Domain
PF08509.14,Ad_cyc_g-alpha,Adenylate cyclase G-alpha binding domain,Domain
PF16701.8,Ad_Cy_reg,Adenylate cyclase regulatory domain,Domain
PF06355.16,Aegerolysin,Aegerolysin,Family
PF17049.8,AEP1,ATPase expression protein 1,Family
PF01117.23,Aerolysin,Aerolysin toxin,Domain
PF05110.16,AF-4,AF-4 proto-oncoprotein N-terminal region,Family
PF18876.3,AF-4_C,AF-4 proto-oncoprotein C-terminal region,Family
PF14591.9,AF0941-like,AF0941-like,Domain
PF01954.19,AF2212-like,AF2212-like,Family
PF14556.9,AF2331-like,AF2331-like,Domain
PF18875.3,AF4_int,AF4 interaction motif,Motif
PF05775.15,AfaD,Enterobacteria AfaD invasin protein,Family
PF15339.9,Afaf,Acrosome formation-associated factor,Family
PF03969.19,AFG1_ATPase,AFG1-like ATPase,Family
PF07792.15,Afi1,Docking domain of Afi1 for Arf3 in vesicle trafficking,Domain
PF08493.13,AflR,Aflatoxin regulatory protein,Family
PF01314.21,AFOR_C,"Aldehyde ferredoxin oxidoreductase, domains 2 & 3",Domain
PF02730.18,AFOR_N,"Aldehyde ferredoxin oxidoreductase, N-terminal domain",Domain
PF02420.18,AFP,Insect antifreeze protein repeat,Repeat
PF18815.4,AFP_2,Bacterial antifreeze protein repeat,Repeat
PF03756.16,AfsA,A-factor biosynthesis hotdog domain,Domain
PF08731.14,AFT,Transcription factor AFT,Family
PF11786.11,Aft1_HRA,Aft1 HRA domain,Disordered
PF11787.11,Aft1_HRR,Aft1 HRR domain,Disordered
PF11785.11,Aft1_OSA,Aft1 osmotic stress response (OSM) domain,Disordered
PF12249.11,AftA_C,Arabinofuranosyltransferase A C terminal,Family
PF12250.11,AftA_N,Arabinofuranosyltransferase N terminal,Family
PF04671.15,Ag332,Erythrocyte membrane-associated giant protein antigen 332,Repeat
PF17366.5,AGA2,A-agglutinin-binding subunit Aga2,Family
PF17992.4,Agarase_CBM,Agarase CBM like domain,Domain
PF05641.15,Agenet,Agenet domain,Domain
PF07468.14,Agglutinin,Agglutinin domain,Domain
PF18021.4,Agglutinin_C,Agglutinin C-terminal,Domain
PF17558.5,AGH,Androgenic gland hormone,Family
PF17998.4,AgI_II_C2,Cell surface antigen I/II C2 terminal domain,Domain
PF19712.2,AGK_C,Acylglycerol kinase C-terminal,Domain
PF18079.4,AglB_L1,Archaeal glycosylation protein B long peripheral domain,Domain
PF16338.8,AGL_N,"Alpha-glucosidase, N-terminal",Domain
PF09171.13,AGOG,N-glycosylase/DNA lyase,Domain
PF05039.15,Agouti,Agouti protein,Family
PF10427.12,Ago_hook,Argonaute hook,Family
PF18236.4,AGO_N,Argonaute N domain,Domain
PF18351.4,Ago_N_1,Fungal Argonaute N-terminal domain,Domain
PF06376.15,AGP,Arabinogalactan peptide,Family
PF18723.4,aGPT-Pplase1,alpha-glutamyl/putrescinyl thymine pyrophosphorylase clade 1,Domain
PF18724.4,aGPT-Pplase2,Alpha-glutamyl/putrescinyl thymine pyrophosphorylase clade 2,Domain
PF18746.4,aGPT-Pplase3,Alpha-glutamyl/putrescinyl thymine pyrophosphorylase clade 3,Domain
PF04647.18,AgrB,Accessory gene regulator B,Family
PF19188.3,AGRB_N,Adhesion GPCR B N-terminal region,Family
PF05931.14,AgrD,Staphylococcal AgrD protein,Family
PF04730.15,Agro_virD5,Agrobacterium VirD5 protein,Family
PF18134.4,AGS_C,Adenylyl/Guanylyl and SMODS C-terminal sensor domain,Domain
PF11440.11,AGT,DNA alpha-glucosyltransferase,Family
PF06396.14,AGTRAP,"Angiotensin II, type I receptor-associated protein (AGTRAP)",Family
PF09229.14,Aha1_N,"Activator of Hsp90 ATPase, N-terminal",Domain
PF17793.4,AHD,ANC1 homology domain (AHD),Domain
PF14412.9,AHH,A nuclease family of the HNH/ENDO VII superfamily with conserved AHH,Family
PF18743.4,AHJR-like,REase_AHJR-like,Domain
PF17327.5,AHL_synthase,Acyl homoserine lactone synthase,Family
PF00578.24,AhpC-TSA,AhpC/TSA family,Domain
PF13911.9,AhpC-TSA_2,AhpC/TSA antioxidant enzyme,Domain
PF08327.14,AHSA1,Activator of Hsp90 ATPase homolog 1-like protein,Family
PF09236.13,AHSP,Alpha-haemoglobin stabilising protein,Domain
PF01594.19,AI-2E_transport,AI-2E family transporter,Family
PF15334.9,AIB,Aurora kinase A and ninein interacting protein,Family
PF01808.21,AICARFT_IMPCHas,AICARFT/IMPCHase bienzyme,Family
PF18767.4,AID,Activation induced deaminase,Family
PF16168.8,AIDA,"Adhesin of bacterial autotransporter system, probable stalk",Repeat
PF14186.9,Aida_C2,"Axin interactor dorsalisation-associated protein, C-terminal",Domain
PF08910.13,Aida_N,Aida N-terminus,Family
PF18158.4,AidB_N,Adaptive response protein AidB N-terminal domain,Domain
PF14962.9,AIF-MLS,Mitochondria Localisation Sequence,Family
PF14721.9,AIF_C,"Apoptosis-inducing factor, mitochondrion-associated, C-term",Domain
PF04548.19,AIG1,AIG1 family,Domain
PF13772.9,AIG2_2,AIG2-like family,Family
PF06316.14,Ail_Lom,Enterobacterial Ail/Lom protein,Family
PF10315.12,Aim19,Altered inheritance of mitochondria protein 19,Family
PF11489.11,Aim21,Altered inheritance of mitochondria protein 21,Disordered
PF01987.20,AIM24,Mitochondrial biogenesis AIM24,Family
PF17096.8,AIM3,Altered inheritance of mitochondria protein 3,Family
PF17050.8,AIM5,Altered inheritance of mitochondria 5,Family
PF16780.8,AIMP2_LysRS_bd,AIMP2 lysyl-tRNA synthetase binding domain,Domain
PF03915.16,AIP3,Actin interacting protein 3,Family
PF10592.12,AIPR,AIPR protein,Family
PF00731.23,AIRC,AIR carboxylase,Domain
PF00586.27,AIRS,"AIR synthase related protein, N-terminal domain",Domain
PF02769.25,AIRS_C,"AIR synthase related protein, C-terminal domain",Domain
PF15298.9,AJAP1_PANP_C,AJAP1/PANP C-terminus,Family
PF14469.9,AKAP28,28 kDa A-kinase anchor,Family
PF15304.9,AKAP2_C,A-kinase anchor protein 2 C-terminus,Family
PF10469.12,AKAP7_NLS,AKAP7 2'5' RNA ligase-like domain,Domain
PF10470.12,AKAP7_RIRII_bdg,PKA-RI-RII subunit binding domain of A-kinase anchor protein,Domain
PF04988.15,AKAP95,A-kinase anchoring protein 95 (AKAP95),Family
PF05716.16,AKAP_110,A-kinase anchor protein 110 kDa (AKAP 110),Family
PF12443.11,AKNA,AT-hook-containing transcription factor,Family
PF00490.24,ALAD,Delta-aminolevulinic acid dehydratase,Domain
PF01262.24,AlaDh_PNT_C,"Alanine dehydrogenase/PNT, C-terminal domain",Domain
PF05222.18,AlaDh_PNT_N,"Alanine dehydrogenase/PNT, N-terminal domain",Domain
PF06610.16,AlaE,L-alanine exporter,Family
PF11839.11,Alanine_zipper,"Alanine-zipper, major outer membrane lipoprotein",Coiled-coil
PF00842.24,Ala_racemase_C,"Alanine racemase, C-terminal domain",Domain
PF01168.23,Ala_racemase_N,"Alanine racemase, N-terminal domain",Domain
PF09135.14,Alb1,Alb1,Family
PF01918.24,Alba,Alba,Family
PF04326.17,AlbA_2,Putative DNA-binding domain,Domain
PF08027.14,Albumin_I,Albumin I chain b,Domain
PF16720.8,Albumin_I_a,Albumin I chain a,Domain
PF17527.5,ALC,Phage ALC protein,Family
PF11606.11,AlcCBM31,Family 31 carbohydrate binding protein,Family
PF00171.25,Aldedh,Aldehyde dehydrogenase family,Family
PF01081.22,Aldolase,KDPG and KHG aldolase,Domain
PF00596.24,Aldolase_II,Class II Aldolase and Adducin N-terminal domain,Domain
PF01263.23,Aldose_epim,Aldose 1-epimerase,Family
PF00248.24,Aldo_ket_red,Aldo/keto reductase family,Domain
PF11266.11,Ald_deCOase,Long-chain fatty aldehyde decarbonylase,Domain
PF01315.25,Ald_Xan_dh_C,"Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain",Domain
PF03752.16,ALF,Short repeats of unknown function,Repeat
PF12165.11,Alfin,Alfin,Family
PF15924.8,ALG11_N,ALG11 mannosyltransferase N-terminus,Family
PF08660.14,Alg14,Oligosaccharide biosynthesis protein Alg14 like,Family
PF05208.16,ALG3,ALG3 protein,Family
PF03155.18,Alg6_Alg8,"ALG6, ALG8 glycosyltransferase family",Family
PF11182.11,AlgF,Alginate O-acetyl transferase AlgF,Family
PF13372.9,Alginate_exp,Alginate export,Domain
PF05426.15,Alginate_lyase,Alginate lyase,Domain
PF08787.14,Alginate_lyase2,Alginate lyase,Domain
PF16822.8,ALGX,"SGNH hydrolase-like domain, acetyltransferase AlgX",Domain
PF13949.9,ALIX_LYPXL_bnd,ALIX V-shaped domain binding to HIV,Domain
PF06029.14,AlkA_N,AlkA N-terminal domain,Domain
PF09004.13,ALKBH8_N,"Alkylated DNA repair protein alkB homolog 8, N-terminal",Domain
PF14864.9,Alkyl_sulf_C,Alkyl sulfatase C-terminal,Domain
PF14863.9,Alkyl_sulf_dimr,Alkyl sulfatase dimerisation,Repeat
PF00245.23,Alk_phosphatase,Alkaline phosphatase,Domain
PF03561.18,Allantoicase,Allantoicase repeat,Family
PF05953.15,Allatostatin,Allatostatin,Family
PF06351.14,Allene_ox_cyc,Allene oxide cyclase,Family
PF05549.14,Allexi_40kDa,Allexivirus 40kDa protein,Family
PF04864.16,Alliinase_C,Allinase,Domain
PF15309.9,ALMS_motif,ALMS motif,Family
PF18727.4,ALMS_repeat,Alstrom syndrome repeat,Repeat
PF11744.11,ALMT,Aluminium activated malate transporter,Family
PF04030.17,ALO,"D-arabinono-1,4-lactone oxidase",Family
PF04852.15,ALOG_dom,ALOG domain,Domain
PF06401.14,Alpha-2-MRAP_C,"Alpha-2-macroglobulin RAP, C-terminal domain",Domain
PF06400.14,Alpha-2-MRAP_N,"Alpha-2-macroglobulin RAP, N-terminal domain",Domain
PF00128.27,Alpha-amylase,"Alpha amylase, catalytic domain",Domain
PF02806.21,Alpha-amylase_C,"Alpha amylase, C-terminal all-beta domain",Domain
PF02903.17,Alpha-amylase_N,"Alpha amylase, N-terminal ig-like domain",Domain
PF09071.13,Alpha-amyl_C,"Alpha-amylase, C terminal",Domain
PF07821.15,Alpha-amyl_C2,Alpha-amylase C-terminal beta-sheet domain,Domain
PF09154.13,Alpha-amy_C_pro,Alpha-amylase C-terminal,Domain
PF04168.15,Alpha-E,A predicted alpha-helical domain with a conserved ER motif.,Family
PF14456.9,alpha-hel2,Alpha-helical domain 2,Family
PF06964.15,Alpha-L-AF_C,Alpha-L-arabinofuranosidase C-terminal domain,Domain
PF09261.14,Alpha-mann_mid,Alpha mannosidase middle domain,Domain
PF08829.13,AlphaC_N,Alpha C protein N terminal,Domain
PF17480.5,AlphaC_N2,AlphaC N-terminal domain 2,Domain
PF02883.23,Alpha_adaptinC2,Adaptin C-terminal domain,Domain
PF02296.19,Alpha_adaptin_C,"Alpha adaptin AP2, C-terminal domain",Family
PF01589.19,Alpha_E1_glycop,Alphavirus E1 glycoprotein,Family
PF00943.22,Alpha_E2_glycop,Alphavirus E2 glycoprotein,Family
PF01563.19,Alpha_E3_glycop,Alphavirus E3 glycoprotein,Family
PF03229.16,Alpha_GJ,Alphavirus glycoprotein J,Family
PF18489.4,Alpha_Helical,Alpha helical domain,Domain
PF02816.21,Alpha_kinase,Alpha-kinase family,Family
PF01120.20,Alpha_L_fucos,Alpha-L-fucosidase,Domain
PF02232.18,Alpha_TIF,Alpha trans-inducing protein (Alpha-TIF),Family
PF09608.13,Alph_Pro_TM,Putative transmembrane protein (Alph_Pro_TM),Family
PF17989.4,ALP_N,Actin like proteins N terminal domain,Domain
PF15729.8,ALS2CR11,Amyotrophic lateral sclerosis 2 candidate 11,Family
PF15299.9,ALS2CR8,Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 8,Family
PF10369.12,ALS_ss_C,Small subunit of acetolactate synthase,Domain
PF16541.8,AltA1,Alternaria alternata allergen 1,Domain
PF20080.2,ALTTAQ_rpt,ALTTAQ repeat,Repeat
PF11092.11,Alveol-reg_P311,Neuronal protein 3.1 (p311),Family
PF02430.18,AMA-1,Apical membrane antigen 1,Family
PF07344.14,Amastin,Amastin surface glycoprotein,Family
PF17645.4,Amdase,Arylmalonate decarboxylase,Family
PF12475.11,Amdo_NSP,Amdovirus non-structural protein,Family
PF05111.15,Amelin,Ameloblastin precursor (Amelin),Family
PF02948.18,Amelogenin,Amelogenin,Family
PF15757.8,Amelotin,Amelotin,Family
PF12190.11,amfpi-1,Fungal protease inhibitor,Family
PF04709.15,AMH_N,"Anti-Mullerian hormone, N terminal region",Family
PF01425.24,Amidase,Amidase,Family
PF01510.28,Amidase_2,N-acetylmuramoyl-L-alanine amidase,Domain
PF01520.21,Amidase_3,N-acetylmuramoyl-L-alanine amidase,Domain
PF05382.16,Amidase_5,Bacteriophage peptidoglycan hydrolase,Family
PF12671.10,Amidase_6,Putative amidase domain,Domain
PF01979.23,Amidohydro_1,Amidohydrolase family,Domain
PF04909.17,Amidohydro_2,Amidohydrolase,Domain
PF07969.14,Amidohydro_3,Amidohydrolase family,Domain
PF12224.11,Amidoligase_2,Putative amidoligase enzyme,Family
PF09663.13,Amido_AtzD_TrzD,Amidohydrolase ring-opening protein (Amido_AtzD_TrzD),Family
PF11741.11,AMIN,AMIN domain,Family
PF10706.12,Aminoglyc_resit,Aminoglycoside-2''-adenylyltransferase,Family
PF10023.12,Aminopep,Putative aminopeptidase,Family
PF00155.24,Aminotran_1_2,Aminotransferase class I and II,Domain
PF00202.24,Aminotran_3,Aminotransferase class-III,Domain
PF01063.22,Aminotran_4,Amino-transferase class IV,Domain
PF00266.22,Aminotran_5,Aminotransferase class-V,Domain
PF01593.27,Amino_oxidase,Flavin containing amine oxidoreductase,Domain
PF02293.18,AmiS_UreI,AmiS/UreI family transporter,Family
PF10997.11,Amj,Alternate to MurJ,Family
PF01871.20,AMMECR1,AMMECR1,Family
PF00909.24,Ammonium_transp,Ammonium Transporter Family,Family
PF14828.9,Amnionless,Amnionless,Family
PF10423.12,AMNp_N,Bacterial AMP nucleoside phosphorylase N-terminus,Domain
PF02461.19,AMO,Ammonia monooxygenase,Family
PF04896.15,AmoC,"Ammonia monooxygenase/methane monooxygenase, subunit C",Family
PF03782.20,AMOP,AMOP domain,Domain
PF00501.31,AMP-binding,AMP-binding enzyme,Family
PF13193.9,AMP-binding_C,AMP-binding enzyme C-terminal domain,Domain
PF14535.9,AMP-binding_C_2,AMP-binding enzyme C-terminal domain,Domain
PF17113.8,AmpE,Regulatory signalling modulator protein AmpE,Family
PF20068.2,Amphi-Trp,Amphi-Trp domain,Domain
PF16561.8,AMPK1_CBM,Glycogen recognition site of AMP-activated protein kinase,Family
PF04739.18,AMPKBI,"5'-AMP-activated protein kinase beta subunit, interaction domain",Family
PF19326.2,AMP_deaminase,AMP deaminase,Domain
PF05195.19,AMP_N,"Aminopeptidase P, N-terminal domain",Domain
PF09081.13,AMT4_dom_C,"Glucan 1,4-alpha-maltotetraohydrolase, domain C",Domain
PF09094.14,AmyA-A_glucT_m,"Alpha-amylase/4-alpha-glucanotransferase, middle domain",Domain
PF09095.14,AmyA-gluTrfs_C,"Alpha-amylase/4-alpha-glucanotransferase, C-terminal",Domain
PF12859.10,ANAPC1,Anaphase-promoting complex subunit 1 WD40 beta-propeller domain,Family
PF03256.19,ANAPC10,"Anaphase-promoting complex, subunit 10 (APC10)",Family
PF15243.9,ANAPC15,Anaphase-promoting complex subunit 15,Family
PF17256.5,ANAPC16,"Anaphase-promoting complex, subunit 16",Family
PF08672.14,ANAPC2,Anaphase promoting complex (APC) subunit 2,Domain
PF12895.10,ANAPC3,"Anaphase-promoting complex, cyclosome, subunit 3",Repeat
PF12896.10,ANAPC4,"Anaphase-promoting complex, cyclosome, subunit 4",Domain
PF12894.10,ANAPC4_WD40,Anaphase-promoting complex subunit 4 WD40 domain,Repeat
PF12862.10,ANAPC5,Anaphase-promoting complex subunit 5,Repeat
PF04049.16,ANAPC8,Anaphase promoting complex subunit 8 / Cdc23,Repeat
PF12856.10,ANAPC9,Anaphase-promoting complex subunit 9,Family
PF10471.12,ANAPC_CDC26,Anaphase-promoting complex APC subunit CDC26,Family
PF01821.21,ANATO,Anaphylotoxin-like domain,Domain
PF02166.19,Androgen_recep,Androgen receptor,Family
PF06369.15,Anemone_cytotox,Sea anemone cytotoxic protein,Family
PF03139.18,AnfG_VnfG,Vanadium/alternative nitrogenase delta subunit,Family
PF09582.13,AnfO_nitrog,Iron only nitrogenase protein AnfO (AnfO_nitrog),Family
PF01094.31,ANF_receptor,Receptor family ligand binding region,Family
PF19339.2,ANGEL2_N,Protein angel homolog 2 N-terminal,Domain
PF12240.11,Angiomotin_C,Angiomotin C terminal,Family
PF08174.14,Anillin,Cell division protein anillin,Domain
PF16018.8,Anillin_N,Anillin N-terminus,Family
PF02520.20,ANIS5_cation-bd,"SXP/RAL-2 family protein Ani s 5-like, metal-binding domain",Domain
PF00023.33,Ank,Ankyrin repeat,Repeat
PF07260.14,ANKH,Progressive ankylosis protein (ANKH),Family
PF18418.4,AnkUBD,Ankyrin ubiquitin-binding domain,Repeat
PF12796.10,Ank_2,Ankyrin repeats (3 copies),Repeat
PF13606.9,Ank_3,Ankyrin repeat,Repeat
PF13637.9,Ank_4,Ankyrin repeats (many copies),Repeat
PF13857.9,Ank_5,Ankyrin repeats (many copies),Repeat
PF03702.17,AnmK,Anhydro-N-acetylmuramic acid kinase,Family
PF00191.23,Annexin,Annexin,Domain
PF18411.4,Annexin_like,Annexin-like domain,Domain
PF04547.15,Anoctamin,Calcium-activated chloride channel,Family
PF16178.8,Anoct_dimer,"Dimerisation domain of Ca+-activated chloride-channel, anoctamin",Family
PF10731.12,Anophelin,Thrombin inhibitor from mosquito,Family
PF00212.21,ANP,Atrial natriuretic peptide,Family
PF03452.17,Anp1,Anp1,Family
PF03374.17,ANT,Phage antirepressor protein KilAC domain,Family
PF08346.15,AntA,AntA/AntB antirepressor,Family
PF03861.17,ANTAR,ANTAR domain,Domain
PF07651.19,ANTH,ANTH domain,Domain
PF09156.13,Anthrax-tox_M,"Anthrax toxin lethal factor, middle domain",Domain
PF03497.19,Anthrax_toxA,Anthrax toxin LF subunit,Family
PF08592.14,Anthrone_oxy,Anthrone oxygenase,Family
PF05587.16,Anth_Ig,Anthrax receptor extracellular domain,Domain
PF04715.16,Anth_synt_I_N,"Anthranilate synthase component I, N terminal region",Family
PF10796.12,Anti-adapt_IraP,Sigma-S stabilisation anti-adaptor protein,Family
PF11630.11,Anti-LPS-SCYG,Anti-lipopolysaccharide factor/Scygonadin,Family
PF11043.11,Anti-RecBCD_p2,"Bacteriophage P22, anti-RecBCD protein 2",Family
PF15777.8,Anti-TRAP,Tryptophan RNA-binding attenuator protein inhibitory protein,Domain
PF02522.17,Antibiotic_NAT,Aminoglycoside 3-N-acetyltransferase,Domain
PF08264.16,Anticodon_1,Anticodon-binding domain of tRNA ligase,Domain
PF19269.2,Anticodon_2,Anticodon binding domain,Domain
PF19303.2,Anticodon_3,Anticodon binding domain of methionyl tRNA ligase,Domain
PF11410.11,Antifungal_pept,Antifungal peptide,Family
PF11402.11,Antifungal_prot,Antifungal protein,Family
PF11641.11,Antigen_Bd37,Glycosylphosphatidylinositol-anchored merozoite surface protein,Family
PF16364.8,Antigen_C,Cell surface antigen C-terminus,Domain
PF09255.13,Antig_Caf1,Caf1 Capsule antigen,Domain
PF08105.14,Antimicrobial10,Metchnikowin family,Family
PF08106.14,Antimicrobial11,Formaecin family,Family
PF08107.14,Antimicrobial12,Pleurocidin family,Family
PF08108.14,Antimicrobial13,Halocidin family,Family
PF08109.14,Antimicrobial14,Lactocin 705 family,Family
PF08110.15,Antimicrobial15,Ocellatin family,Family
PF08129.14,Antimicrobial17,Alpha/beta enterocin family,Family
PF08130.14,Antimicrobial18,Type A lantibiotic family,Family
PF08225.14,Antimicrobial19,Pseudin antimicrobial peptide,Family
PF08256.14,Antimicrobial20,Aurein-like antibiotic peptide,Family
PF14861.9,Antimicrobial21,Plant antimicrobial peptide,Domain
PF16047.8,Antimicrobial22,Frog antimicrobial peptide,Family
PF16048.8,Antimicrobial23,Frog antimicrobial peptide,Family
PF16049.8,Antimicrobial24,Frog antimicrobial peptide,Family
PF16839.8,Antimicrobial25,Nematode antimicrobial peptide,Domain
