rfam_acc,description,rna_type,number_seqs,number_of_columns,number_residues,average_length,percent_identity,source
RF00713,microRNA mir-239,Gene; miRNA;,43,79,3047,70.9,59,Rfam full
RF00546,Small nucleolar RNA psi28S-3316,Gene; snRNA; snoRNA; HACA-box;,75,178,9981,133.1,70,Rfam full
RF00547,TrkB IRES,Cis-reg; IRES;,57,550,18447,323.6,64,Rfam full
RF00548,U11 spliceosomal RNA,Gene; snRNA; splicing;,754,716,105780,140.3,53,Rfam full
RF00545,Small nucleolar RNA psi18S-841/snoR66,Gene; snRNA; snoRNA; HACA-box;,83,212,10842,130.6,62,Rfam full
RF00549,c-sis internal ribosome entry site (IRES),Cis-reg; IRES;,45,1050,24205,537.9,86,Rfam full
RF00551,Bicoid 3'-UTR regulatory element,Cis-reg;,25,657,13674,547.0,69,Rfam full
RF00550,Hepatitis E virus cis-reactive element,Cis-reg;,47,151,6918,147.2,84,Rfam full
RF00553,Small Cajal body specific RNA 1,Gene; snRNA; snoRNA; scaRNA;,156,296,25242,161.8,71,Rfam full
RF00554,Small nucleolar RNA SNORA48,Gene; snRNA; snoRNA; HACA-box;,1027,427,144029,140.2,69,Rfam full
RF00555,Ribosomal protein L13 leader,Cis-reg; leader;,285,131,18344,64.4,67,Rfam full
RF00717,microRNA mir-315,Gene; miRNA;,98,121,8071,82.4,72,Rfam full
RF00556,Ribosomal protein L19 leader,Cis-reg; leader;,169,65,7130,42.2,67,Rfam full
RF00557,Ribosomal protein L10 leader,Cis-reg; leader;,1667,430,234577,140.7,44,Rfam full
RF00558,Ribosomal protein L20 leader,Cis-reg; leader;,527,249,67570,128.2,50,Rfam full
RF00559,Ribosomal protein L21 leader,Cis-reg; leader;,651,333,50640,77.8,56,Rfam full
RF00560,Small nucleolar RNA SNORA17,Gene; snRNA; snoRNA; HACA-box;,1743,613,219360,125.9,63,Rfam full
RF00552,rncO,Cis-reg;,134,446,24852,185.5,66,Rfam full
RF00561,Small nucleolar RNA SNORA40,Gene; snRNA; snoRNA; HACA-box;,849,396,103480,121.9,68,Rfam full
RF00564,Small Cajal body specific RNA 11,Gene; snRNA; snoRNA; scaRNA;,206,283,27979,135.8,67,Rfam full
RF00563,Small nucleolar RNA SNORA53,Gene; snRNA; snoRNA; HACA-box;,215,539,46592,216.7,60,Rfam full
RF00565,Small Cajal body specific RNA 3,Gene; snRNA; snoRNA; scaRNA;,159,225,21572,135.7,70,Rfam full
RF00715,microRNA mir-383,Gene; miRNA;,119,73,8663,72.8,95,Rfam full
RF00562,Small nucleolar RNA SNORA49,Gene; snRNA; snoRNA; HACA-box;,151,294,20083,133.0,71,Rfam full
RF00566,Small nucleolar RNA SNORA35,Gene; snRNA; snoRNA; HACA-box;,191,244,24672,129.2,60,Rfam full
RF00569,Small nucleolar RNA SNORD19,Gene; snRNA; snoRNA; CD-box;,249,99,18572,74.6,67,Rfam full
RF00567,Small nucleolar RNA SNORD17,Gene; snRNA; snoRNA; CD-box;,169,506,39719,235.0,69,Rfam full
RF00570,Small Nucleolar RNA SNORD64,Gene; snRNA; snoRNA; CD-box;,57,82,3777,66.3,81,Rfam full
RF00568,Small nucleolar RNA SNORA26,Gene; snRNA; snoRNA; HACA-box;,484,343,58302,120.5,71,Rfam full
RF00573,Small nucleolar RNA SNORD67,Gene; snRNA; snoRNA; CD-box;,152,176,16730,110.1,73,Rfam full
RF00571,Small nucleolar RNA SNORD65,Gene; snRNA; snoRNA; CD-box;,226,137,16561,73.3,77,Rfam full
RF00574,Small nucleolar RNA SNORD69,Gene; snRNA; snoRNA; CD-box;,103,103,7954,77.2,76,Rfam full
RF00575,Small nucleolar RNA SNORD70,Gene; snRNA; snoRNA; CD-box;,223,108,19584,87.8,76,Rfam full
RF00718,mir-431 microRNA precursor family,Gene; miRNA;,44,86,3784,86.0,98,Rfam full
RF00576,Small nucleolar RNA SNORD71,Gene; snRNA; snoRNA; HACA-box;,121,104,10312,85.2,76,Rfam full
RF00577,Small nucleolar RNA SNORD72,Gene; snRNA; snoRNA; CD-box;,126,137,10027,79.6,74,Rfam full
RF00578,Small nucleolar RNA SNORD89,Gene; snRNA; snoRNA; CD-box;,130,149,14868,114.4,83,Rfam full
RF00579,Small nucleolar RNA SNORD90,Gene; snRNA; snoRNA; CD-box;,114,152,12750,111.8,77,Rfam full
RF00572,Small nucleolar RNA SNORD66,Gene; snRNA; snoRNA; CD-box;,239,141,18059,75.6,73,Rfam full
RF00580,Small nucleolar RNA SNORD91 family,Gene; snRNA; snoRNA; CD-box;,190,128,17687,93.1,70,Rfam full
RF00586,Small nucleolar RNA SNORA12,Gene; snRNA; snoRNA; HACA-box;,161,285,23368,145.1,67,Rfam full
RF00584,Small nucleolar RNA SNORD105,Gene; snRNA; snoRNA; CD-box;,53,97,4518,85.2,82,Rfam full
RF00591,Small nucleolar RNA SNORD77,Gene; snRNA; snoRNA; CD-box;,126,100,8468,67.2,80,Rfam full
RF00592,Small nucleolar RNA SNORD78,Gene; snRNA; snoRNA; CD-box;,116,109,7543,65.0,79,Rfam full
RF00719,microRNA mir-326,Gene; miRNA;,48,95,4496,93.7,94,Rfam full
RF00594,Small nucleolar RNA SNORD86,Gene; snRNA; snoRNA; CD-box;,69,107,5908,85.6,80,Rfam full
RF00588,Small nucleolar RNA SNORD41,Gene; snRNA; snoRNA; CD-box;,131,88,9118,69.6,68,Rfam full
RF00593,Small nucleolar RNA U83B,Gene; snRNA; snoRNA; CD-box;,196,140,17991,91.8,73,Rfam full
RF00598,Small nucleolar RNA SNORA76,Gene; snRNA; snoRNA; HACA-box;,243,322,31343,129.0,59,Rfam full
RF00600,Small nucleolar RNA SNORA79,Gene; snRNA; snoRNA; HACA-box;,214,290,30691,143.4,65,Rfam full
RF00599,Small nucleolar RNA SNORA77,Gene; snRNA; snoRNA; HACA-box;,203,289,25562,125.9,63,Rfam full
RF00602,Small Cajal body specific RNA 21,Gene; snRNA; snoRNA; scaRNA;,116,244,15879,136.9,73,Rfam full
RF00601,Small Cajal body specific RNA 20,Gene; snRNA; snoRNA; scaRNA;,196,282,25228,128.7,68,Rfam full
RF00603,Small nucleolar RNA SNORD23,Gene; snRNA; snoRNA; CD-box;,58,135,6347,109.4,82,Rfam full
RF00604,Small nucleolar RNA SNORD88,Gene; snRNA; snoRNA; CD-box;,257,152,23282,90.6,72,Rfam full
RF00721,microRNA MIR475,Gene; miRNA;,14,136,1695,121.1,81,Rfam full
RF00607,Small nucleolar RNA SNORD98,Gene; snRNA; snoRNA; CD-box;,100,74,6482,64.8,86,Rfam full
RF00606,Small nucleolar RNA SNORD93,Gene; snRNA; snoRNA; CD-box;,118,97,9387,79.6,83,Rfam full
RF00608,Small nucleolar RNA SNORD99,Gene; snRNA; snoRNA; CD-box;,134,81,9692,72.3,76,Rfam full
RF00705,microRNA mir-202,Gene; miRNA;,127,78,9580,75.4,86,Rfam full
RF00706,mir-263 microRNA precursor family,Gene; miRNA;,232,115,19213,82.8,59,Rfam full
RF00776,microRNA mir-540,Gene; miRNA;,8,67,536,67.0,98,Rfam full
RF00777,mir-541 microRNA precursor family,Gene; miRNA;,39,84,3260,83.6,88,Rfam full
RF00773,microRNA mir-298,Gene; miRNA;,19,85,1593,83.8,87,Rfam full
RF00779,microRNA MIR474,Gene; miRNA;,45,193,4879,108.4,59,Rfam full
RF00780,microRNA MIR477,Gene; miRNA;,16,109,1555,97.2,72,Rfam full
RF00720,microRNA mir-317,Gene; miRNA;,106,127,9661,91.1,66,Rfam full
RF00409,Small nucleolar RNA SNORA7,Gene; snRNA; snoRNA; HACA-box;,1729,302,238786,138.1,82,Rfam full
RF00781,microRNA mir-505,Gene; miRNA;,49,83,4011,81.9,98,Rfam full
RF00782,microRNA MIR480,Gene; miRNA;,1200,394,155419,129.5,52,Rfam full
RF00783,microRNA mir-484,Gene; miRNA;,44,70,2936,66.7,88,Rfam full
RF00785,microRNA mir-90,Gene; miRNA;,12,86,975,81.2,80,Rfam full
RF00784,microRNA mir-486,Gene; miRNA;,72,69,4875,67.7,84,Rfam full
RF00786,mir-289 microRNA precursor family,Gene; miRNA;,15,140,1505,100.3,87,Rfam full
RF00788,microRNA mir-287,Gene; miRNA;,23,74,1641,71.3,91,Rfam full
RF00789,microRNA mir-286,Gene; miRNA;,393,228,37440,95.3,46,Rfam full
RF00790,mir-358 microRNA precursor family,Gene; miRNA;,5,114,545,109.0,75,Rfam full
RF00787,mir-288 microRNA precursor family,Gene; miRNA;,24,99,2304,96.0,92,Rfam full
RF00722,microRNA mir-451,Gene; miRNA;,131,77,9426,72.0,74,Rfam full
RF00791,microRNA mir-357,Gene; miRNA;,13,76,928,71.4,76,Rfam full
RF00792,microRNA mir-490,Gene; miRNA;,113,98,10755,95.2,94,Rfam full
RF00794,microRNA mir-42,Gene; miRNA;,10,115,988,98.8,84,Rfam full
RF00793,microRNA mir-497,Gene; miRNA;,91,85,7621,83.7,82,Rfam full
RF00795,microRNA mir-43,Gene; miRNA;,11,89,909,82.6,81,Rfam full
RF00796,microRNA mir-48,Gene; miRNA;,11,84,866,78.7,77,Rfam full
RF00797,microRNA mir-355,Gene; miRNA;,11,76,811,73.7,87,Rfam full
RF00798,microRNA mir-49,Gene; miRNA;,10,77,734,73.4,84,Rfam full
RF00801,microRNA mir-280,Gene; miRNA;,22,83,1804,82.0,92,Rfam full
RF00799,mir-354 microRNA precursor family,Gene; miRNA;,8,117,866,108.2,90,Rfam full
RF00723,mir-448 microRNA precursor family,Gene; miRNA;,43,115,4780,111.2,92,Rfam full
RF00802,microRNA mir-207,Gene; miRNA;,31,93,2446,78.9,81,Rfam full
RF00803,microRNA mir-425,Gene; miRNA;,88,87,7389,84.0,87,Rfam full
RF00161,Nanos 3' UTR translation control element,Cis-reg;,15,65,946,63.1,83,Rfam full
RF00160,Small nucleolar RNA Z159/U59,Gene; snRNA; snoRNA; CD-box;,555,151,48145,86.7,71,Rfam full
RF00157,Small nucleolar RNA SNORD55/SNORD39,Gene; snRNA; snoRNA; CD-box;,202,147,16129,79.8,67,Rfam full
RF00162,SAM riboswitch (S box leader),Cis-reg; riboswitch;,6161,541,691387,112.2,59,Rfam full
RF00164,Coronavirus 3' stem-loop II-like motif (s2m),Cis-reg;,45,47,1935,43.0,78,Rfam full
RF00166,PrrB/RsmZ RNA family,Gene; sRNA;,139,360,18543,133.4,61,Rfam full
RF00165,Coronavirus 3' UTR pseudoknot,Cis-reg;,55,73,3384,61.5,56,Rfam full
RF00168,Lysine riboswitch,Cis-reg; riboswitch;,2239,718,402756,179.9,46,Rfam full
RF00724,microRNA mir-282,Gene; miRNA;,123,139,11810,96.0,59,Rfam full
RF00167,Purine riboswitch,Cis-reg; riboswitch;,2660,269,266643,100.2,52,Rfam full
RF00169,Bacterial small signal recognition particle RNA,Gene;,4719,179,453201,96.0,50,Rfam full
RF00214,Retrovirus direct repeat 1 (dr1),Cis-reg;,120,130,10933,91.1,82,Rfam full
RF00217,Small nucleolar RNA SNORD20,Gene; snRNA; snoRNA; CD-box;,114,144,8911,78.2,83,Rfam full
RF00220,Human rhinovirus internal cis-acting regulatory element (CRE),Cis-reg;,12,86,1032,86.0,81,Rfam full
RF00221,Small nucleolar RNA SNORD43,Gene; snRNA; snoRNA; CD-box;,83,87,5254,63.3,81,Rfam full
RF00222,Bag-1 internal ribosome entry site (IRES),Cis-reg; IRES;,69,697,21160,306.7,65,Rfam full
RF00223,bip internal ribosome entry site (IRES),Cis-reg; IRES;,75,398,17776,237.0,64,Rfam full
RF00224,FGF-2 internal ribosome entry site (IRES),Cis-reg; IRES;,23,919,9501,413.1,74,Rfam full
RF00218,Small nucleolar RNA SNORD46,Gene; snRNA; snoRNA; CD-box;,136,161,14164,104.1,71,Rfam full
RF00725,mir-iab-4 microRNA precursor family,Gene; miRNA;,90,83,6351,70.6,90,Rfam full
RF00226,n-myc internal ribosome entry site (IRES),Cis-reg; IRES;,68,802,18211,267.8,56,Rfam full
RF00225,Tobamovirus internal ribosome entry site (IRES),Cis-reg; IRES;,7,154,1060,151.4,87,Rfam full
RF00229,Picornavirus internal ribosome entry site (IRES),Cis-reg; IRES;,101,389,25219,249.7,81,Rfam full
RF00227,FIE3 (ftz instability element 3') element,Cis-reg;,13,95,885,68.1,67,Rfam full
RF00231,Small Cajal body specific RNA 13,Gene; snRNA; snoRNA; scaRNA;,159,547,42353,266.4,70,Rfam full
RF00232,Spi-1 (PU.1) 5' UTR regulatory element,Cis-reg;,42,235,6912,164.6,86,Rfam full
RF00228,Hepatitis A virus internal ribosome entry site (IRES),Cis-reg; IRES;,23,578,13142,571.4,96,Rfam full
RF00233,Tymovirus/Pomovirus/Furovirus tRNA-like 3' UTR element,Cis-reg;,49,93,4090,83.5,61,Rfam full
RF00163,Hammerhead ribozyme (type I),Gene; ribozyme;,190679,780,8703780,45.6,74,Rfam full
RF00910,microRNA mir-873,Gene; miRNA;,51,77,3906,76.6,96,Rfam full
RF00726,mir-87 microRNA precursor family,Gene; miRNA;,250,140,19094,76.4,63,Rfam full
RF00978,microRNA mir-638,Gene; miRNA;,26,115,2606,100.2,90,Rfam full
RF00979,microRNA mir-553,Gene; miRNA;,12,62,744,62.0,96,Rfam full
RF00980,microRNA mir-643,Gene; miRNA;,15,111,1413,94.2,72,Rfam full
RF00981,microRNA mir-939,Gene; miRNA;,14,97,1156,82.6,96,Rfam full
RF00983,microRNA mir-662,Gene; miRNA;,42,99,3988,95.0,86,Rfam full
RF00984,microRNA mir-576,Gene; miRNA;,12,90,1079,89.9,96,Rfam full
RF00985,microRNA mir-640,Gene; miRNA;,12,93,1071,89.2,97,Rfam full
RF00986,mir-920 microRNA precursor family,Gene; miRNA;,12,75,885,73.8,94,Rfam full
RF00987,microRNA mir-589,Gene; miRNA;,18,100,1704,94.7,90,Rfam full
RF00988,microRNA mir-657,Gene; miRNA;,11,86,937,85.2,92,Rfam full
RF00728,microRNA mir-81,Gene; miRNA;,65,101,5569,85.7,67,Rfam full
RF00989,microRNA mir-492,Gene; miRNA;,87,143,10105,116.1,82,Rfam full
RF00990,microRNA mir-552,Gene; miRNA;,12,105,1148,95.7,85,Rfam full
RF00991,microRNA mir-599,Gene; miRNA;,92,147,8765,95.3,85,Rfam full
RF00992,microRNA mir-593,Gene; miRNA;,11,100,1099,99.9,97,Rfam full
RF00993,microRNA mir-1473,Gene; miRNA;,5,80,382,76.4,87,Rfam full
RF00994,microRNA mir-1255,Gene; miRNA;,14465,232,954352,66.0,85,Rfam full
RF00995,microRNA mir-616,Gene; miRNA;,14,103,1348,96.3,87,Rfam full
RF00996,microRNA mir-631,Gene; miRNA;,29,80,2113,72.9,87,Rfam full
RF00997,microRNA mir-942,Gene; miRNA;,12,86,1031,85.9,97,Rfam full
RF00998,microRNA mir-562,Gene; miRNA;,3001,197,306041,102.0,75,Rfam full
RF00729,microRNA mir-278,Gene; miRNA;,93,110,6907,74.3,73,Rfam full
RF00999,microRNA mir-924,Gene; miRNA;,17,53,901,53.0,86,Rfam full
RF01000,microRNA mir-580,Gene; miRNA;,12,93,1115,92.9,97,Rfam full
RF01001,microRNA mir-609,Gene; miRNA;,13,92,1192,91.7,96,Rfam full
RF01002,microRNA mir-936,Gene; miRNA;,21,105,2056,97.9,79,Rfam full
RF01003,microRNA mir-563,Gene; miRNA;,32,82,2527,79.0,82,Rfam full
RF01004,microRNA mir-557,Gene; miRNA;,12,71,851,70.9,92,Rfam full
RF01005,microRNA MIR530,Gene; miRNA;,32,277,5516,172.4,59,Rfam full
RF01006,microRNA mir-601,Gene; miRNA;,12,79,948,79.0,96,Rfam full
RF01008,microRNA mir-636,Gene; miRNA;,16,105,1553,97.1,85,Rfam full
RF01009,microRNA mir-M7,Gene; miRNA;,10,67,670,67.0,88,Rfam full
RF00727,microRNA bantam,Gene; miRNA;,120,91,9803,81.7,72,Rfam full
RF01007,microRNA mir-624,Gene; miRNA;,13,86,1118,86.0,97,Rfam full
RF01010,microRNA mir-632,Gene; miRNA;,44,86,3655,83.1,87,Rfam full
RF01011,microRNA mir-605,Gene; miRNA;,10,82,817,81.7,98,Rfam full
RF01013,microRNA mir-577,Gene; miRNA;,13,86,1117,85.9,97,Rfam full
RF01012,microRNA mir-628,Gene; miRNA;,45,78,3447,76.6,96,Rfam full
RF01014,microRNA mir-1306,Gene; miRNA;,132,72,9433,71.5,97,Rfam full
RF01015,microRNA mir-885,Gene; miRNA;,39,76,2864,73.4,96,Rfam full
RF01016,microRNA mir-584,Gene; miRNA;,324,283,39460,121.8,55,Rfam full
RF01018,microRNA mir-569,Gene; miRNA;,46,98,4383,95.3,88,Rfam full
RF01019,microRNA mir-922,Gene; miRNA;,33,88,2622,79.5,81,Rfam full
RF00730,microRNA mir-277,Gene; miRNA;,104,145,9520,91.5,69,Rfam full
RF01020,microRNA mir-572,Gene; miRNA;,14,90,1259,89.9,95,Rfam full
RF01021,microRNA mir-558,Gene; miRNA;,12,71,841,70.1,98,Rfam full
RF01022,microRNA mir-611,Gene; miRNA;,28,73,1889,67.5,79,Rfam full
RF01114,Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR,Cis-reg;,4,22,88,22.0,100,Rfam full
RF01116,Cyanobacterial functional RNA 1,Gene; sRNA;,144,92,9037,62.8,75,Rfam full
RF01117,Ciona microRNA mir-92,Gene; miRNA;,2,81,162,81.0,75,Rfam full
RF01120,Small nucleolar RNA sR33,Gene; snRNA; snoRNA; CD-box;,10,69,560,56.0,72,Rfam full
RF01119,Small nucleolar RNA sR32,Gene; snRNA; snoRNA; CD-box;,5,58,282,56.4,85,Rfam full
RF01122,Small nucleolar RNA sR39,Gene; snRNA; snoRNA; CD-box;,14,73,804,57.4,85,Rfam full
RF01121,Small nucleolar RNA sR38,Gene; snRNA; snoRNA; CD-box;,5,62,298,59.6,84,Rfam full
RF00731,microRNA mir-155,Gene; miRNA;,132,84,8553,64.8,88,Rfam full
RF00411,Small nucleolar RNA SNORA9,Gene; snRNA; snoRNA; HACA-box;,222,244,29567,133.2,75,Rfam full
RF01123,Small nucleolar RNA sR35,Gene; snRNA; snoRNA; CD-box;,4,57,226,56.5,84,Rfam full
RF01124,Small nucleolar RNA sR36,Gene; snRNA; snoRNA; CD-box;,13,61,733,56.4,87,Rfam full
RF01125,Small nucleolar RNA sR4,Gene; snRNA; snoRNA; CD-box;,3,56,168,56.0,87,Rfam full
RF01126,Small nucleolar RNA sR41,Gene; snRNA; snoRNA; CD-box;,18,57,957,53.2,74,Rfam full
RF01127,Small nucleolar RNA sR42,Gene; snRNA; snoRNA; CD-box;,4,66,249,62.2,80,Rfam full
RF01128,Small nucleolar RNA sR42,Gene; snRNA; snoRNA; CD-box;,13,73,803,61.8,82,Rfam full
RF01129,Small nucleolar RNA sR44,Gene; snRNA; snoRNA; CD-box;,4,56,222,55.5,87,Rfam full
RF01426,small nucleolar RNA snoR126,Gene; snRNA; snoRNA; CD-box;,173,231,17220,99.5,65,Rfam full
RF01425,small nucleolar RNA snoR121,Gene; snRNA; snoRNA; CD-box;,16,92,1407,87.9,89,Rfam full
RF01428,small nucleolar RNA snoR128,Gene; snRNA; snoRNA; CD-box;,219,150,19751,90.2,67,Rfam full
RF00732,microRNA mir-305,Gene; miRNA;,103,77,7517,73.0,83,Rfam full
RF01427,small nucleolar RNA snoR127,Gene; snRNA; snoRNA; CD-box;,95,414,14299,150.5,64,Rfam full
RF01430,small nucleolar RNA snoR134,Gene; snRNA; snoRNA; HACA-box;,283,343,40786,144.1,64,Rfam full
RF01431,small nucleolar RNA snoR135,Gene; snRNA; snoRNA; HACA-box;,283,338,40709,143.8,65,Rfam full
RF01429,small nucleolar RNA snoR130,Gene; snRNA; snoRNA; CD-box;,34,204,4138,121.7,79,Rfam full
RF01432,small nucleolar RNA snoR143,Gene; snRNA; snoRNA; HACA-box;,220,406,36000,163.6,56,Rfam full
RF01434,small nucleolar RNA snR3,Gene; snRNA; snoRNA; HACA-box;,5,175,838,167.6,76,Rfam full
RF01433,small nucleolar RNA snoR137,Gene; snRNA; snoRNA; HACA-box;,256,345,36750,143.6,59,Rfam full
RF01436,small nucleolar RNA snR33,Gene; snRNA; snoRNA; HACA-box;,5,149,730,146.0,66,Rfam full
RF01435,small nucleolar RNA snR5,Gene; snRNA; snoRNA; HACA-box;,5,146,711,142.2,78,Rfam full
RF01438,small nucleolar RNA snR35,Gene; snRNA; snoRNA; HACA-box;,31,314,5327,171.8,51,Rfam full
RF00734,microRNA mir-52,Gene; miRNA;,14,92,1242,88.7,84,Rfam full
RF01437,small nucleolar RNA snR10,Gene; snRNA; snoRNA; HACA-box;,4,203,659,164.8,62,Rfam full
RF01440,small nucleolar RNA snR42,Gene; snRNA; snoRNA; HACA-box;,5,222,1052,210.4,70,Rfam full
RF01441,small nulceolar RNA snR46,Gene; snRNA; snoRNA; HACA-box;,3,218,495,165.0,67,Rfam full
RF01439,small nucleolar RNA snR36,Gene; snRNA; snoRNA; HACA-box;,4,191,654,163.5,61,Rfam full
RF01442,small nucleolar RNA snR90,Gene; snRNA; snoRNA; HACA-box;,5,160,767,153.4,76,Rfam full
RF01443,small nucleolar RNA snR91,Gene; snRNA; snoRNA; HACA-box;,3,148,431,143.7,84,Rfam full
RF01444,small nucleolar RNA snR92,Gene; snRNA; snoRNA; HACA-box;,5,149,719,143.8,67,Rfam full
RF01445,small nucleolar RNA snR94,Gene; snRNA; snoRNA; HACA-box;,5,219,1025,205.0,73,Rfam full
RF01446,small nucleolar RNA snR95,Gene; snRNA; snoRNA; HACA-box;,4,223,879,219.8,85,Rfam full
RF01449,small nucleolar RNA snR100,Gene; snRNA; snoRNA; HACA-box;,5,195,921,184.2,65,Rfam full
RF00733,microRNA mir-296,Gene; miRNA;,45,79,3505,77.9,90,Rfam full
RF01448,small nucleolar RNA snR93,Gene; snRNA; snoRNA; HACA-box;,3,148,430,143.3,71,Rfam full
RF01450,small nucleolar RNA snR96,Gene; snRNA; snoRNA; HACA-box;,2,211,422,211.0,100,Rfam full
RF01533,Trypanosomatid snoRNA TB10Cs4H3,Gene; snRNA; snoRNA; HACA-box;,26,70,1743,67.0,76,Rfam full
RF01532,Trypanosomatid snoRNA TB10Cs3H2,Gene; snRNA; snoRNA; HACA-box;,51,75,3589,70.4,80,Rfam full
RF01535,Trypanosomatid snoRNA TB10Cs5H2,Gene; snRNA; snoRNA; HACA-box;,12,89,889,74.1,70,Rfam full
RF01536,Trypanosomatid snoRNA TB10Cs5H3,Gene; snRNA; snoRNA; HACA-box;,20,84,1415,70.8,68,Rfam full
RF01539,Trypanosomatid snoRNA TB11Cs4H1,Gene; snRNA; snoRNA; HACA-box;,159,77,11253,70.8,89,Rfam full
RF01540,Trypanosomatid snoRNA TB11Cs4H2,Gene; snRNA; snoRNA; HACA-box;,157,67,10040,63.9,85,Rfam full
RF01541,Trypanosomatid snoRNA TB11Cs4H3,Gene; snRNA; snoRNA; HACA-box;,132,80,9667,73.2,91,Rfam full
RF01538,Trypanosomatid snoRNA TB11Cs3H1,Gene; snRNA; snoRNA; HACA-box;,29,75,2083,71.8,74,Rfam full
RF00736,mir-320 microRNA precursor family,Gene; miRNA;,214,92,15898,74.3,76,Rfam full
RF01543,Trypanosomatid snoRNA TB11Cs5H2,Gene; snRNA; snoRNA; HACA-box;,33,85,2218,67.2,72,Rfam full
RF01542,Trypanosomatid snoRNA TB11Cs5H1,Gene; snRNA; snoRNA; HACA-box;,15,71,1053,70.2,83,Rfam full
RF01545,Trypanosomatid snoRNA TB3Cs2H1,Gene; snRNA; snoRNA; HACA-box;,7,69,475,67.9,85,Rfam full
RF01546,Trypanosomatid snoRNA TB6Cs1H1,Gene; snRNA; snoRNA; HACA-box;,102,73,6861,67.3,81,Rfam full
RF01544,Trypanosomatid snoRNA TB11Cs5H3,Gene; snRNA; snoRNA; HACA-box;,12,80,800,66.7,68,Rfam full
RF01547,Trypanosomatid snoRNA TB6Cs1H3,Gene; snRNA; snoRNA; HACA-box;,90,68,5785,64.3,77,Rfam full
RF01549,Trypanosomatid snoRNA TB8Cs2H1,Gene; snRNA; snoRNA; HACA-box;,52,68,3311,63.7,75,Rfam full
RF01550,Trypanosomatid snoRNA TB8Cs3H1,Gene; snRNA; snoRNA; HACA-box;,47,77,2961,63.0,75,Rfam full
RF01548,Trypanosomatid snoRNA TB6Cs1H4,Gene; snRNA; snoRNA; HACA-box;,71,79,5304,74.7,83,Rfam full
RF01551,Trypanosomatid snoRNA TB8Cs4H2,Gene; snRNA; snoRNA; HACA-box;,6,71,412,68.7,75,Rfam full
RF00735,microRNA mir-367,Gene; miRNA;,111,78,7524,67.8,90,Rfam full
RF01552,Trypanosomatid snoRNA TB9Cs1H2,Gene; snRNA; snoRNA; HACA-box;,54,91,4236,78.4,79,Rfam full
RF01554,Trypanosomatid snoRNA TB9Cs2H1,Gene; snRNA; snoRNA; HACA-box;,58,70,3904,67.3,81,Rfam full
RF01556,Trypanosomatid snoRNA TB9Cs3H2,Gene; snRNA; snoRNA; HACA-box;,32,64,2024,63.2,80,Rfam full
RF01553,Trypanosomatid snoRNA TB9Cs1H3,Gene; snRNA; snoRNA; HACA-box;,40,92,2638,66.0,77,Rfam full
RF01557,Trypanosomatid snoRNA TB9Cs4H1,Gene; snRNA; snoRNA; HACA-box;,39,70,2481,63.6,76,Rfam full
RF01555,Trypanosomatid snoRNA TB9Cs3H1,Gene; snRNA; snoRNA; HACA-box;,38,75,2626,69.1,73,Rfam full
RF01558,Trypanosomatid snoRNA TB9Cs4H2,Gene; snRNA; snoRNA; HACA-box;,48,79,3436,71.6,79,Rfam full
RF01559,Dictyostelium snoRNA DdR1,Gene; snRNA; snoRNA; CD-box;,5,76,350,70.0,86,Rfam full
RF01560,Dictyostelium snoRNA DdR10,Gene; snRNA; snoRNA; CD-box;,9,91,736,81.8,79,Rfam full
RF01561,Dictyostelium snoRNA DdR11,Gene; snRNA; snoRNA; CD-box;,8,76,599,74.9,89,Rfam full
RF00739,MIR476 microRNA precursor family,Gene; miRNA;,6,92,552,92.0,93,Rfam full
RF01562,D. discoideum snoRNA DdR12,Gene; snRNA; snoRNA; CD-box;,3,75,225,75.0,100,Rfam full
RF01564,D. discoideum snoRNA DdR14,Gene; snRNA; snoRNA; CD-box;,3,65,195,65.0,100,Rfam full
RF01563,Dictyostelium snoRNA DdR13,Gene; snRNA; snoRNA; CD-box;,6,82,472,78.7,85,Rfam full
RF01565,Dictyostelium snoRNA DdR15,Gene; snRNA; snoRNA; CD-box;,5,115,565,113.0,86,Rfam full
RF01566,Dictyostelium snoRNA DdR16,Gene; snRNA; snoRNA; CD-box;,9,83,696,77.3,87,Rfam full
RF01567,D. discoideum snoRNA DdR17,Gene; snRNA; snoRNA; CD-box;,3,70,210,70.0,100,Rfam full
RF01568,Dictyostelium snoRNA DdR18,Gene; snRNA; snoRNA; HACA-box;,5,154,731,146.2,82,Rfam full
RF01570,Dictyostelium signal recognition particle,Gene; snRNA;,7,289,1970,281.4,77,Rfam full
RF01569,Dictyostelium snoRNA DdR2,Gene; snRNA; snoRNA; CD-box;,6,84,499,83.2,88,Rfam full
RF01574,Dictyostelium snoRNA DdR6,Gene; snRNA; snoRNA; CD-box;,5,87,428,85.6,92,Rfam full
RF00740,mir-370 microRNA precursor family,Gene; miRNA;,48,80,3599,75.0,96,Rfam full
RF01572,Dictyostelium snoRNA DdR4,Gene; snRNA; snoRNA; CD-box;,5,106,530,106.0,88,Rfam full
RF01573,Dictyostelium snoRNA DdR5,Gene; snRNA; snoRNA; CD-box;,5,83,409,81.8,96,Rfam full
RF01576,D. discoideum snoRNA DdR8,Gene; snRNA; snoRNA; CD-box;,3,88,264,88.0,100,Rfam full
