rfam_acc,description,rna_type,number_seqs,number_of_columns,number_residues,average_length,percent_identity,source
PF04412.16,Aconitase X,Family,929,924,360433,388.0,33,Pfam full
PF01989.19,Aconitase X swivel domain,Domain,892,141,73721,82.6,36,Pfam full
PF00330.23,Aconitase family (aconitate hydratase),Family,27560,2275,11766914,427.0,31,Pfam full
PF06434.16,Aconitate hydratase 2 N-terminus,Family,1924,419,409976,213.1,54,Pfam full
PF11791.11,Aconitate B N-terminal domain,Repeat,1924,309,292946,152.3,51,Pfam full
PF00694.22,Aconitase C-terminal domain,Domain,23664,693,2862084,120.9,31,Pfam full
PF01756.22,Acyl-CoA oxidase,Family,6130,712,994642,162.3,23,Pfam full
PF06857.14,Malonate decarboxylase delta subunit (MdcD),Family,1080,143,88595,82.0,32,Pfam full
PF05777.15,Drosophila accessory gland-specific peptide 26Ab (Acp26Ab),Family,9,104,795,88.3,50,Pfam full
PF06313.14,Drosophila ACP53EA protein,Family,68,117,6089,89.5,25,Pfam full
PF01648.23,4'-phosphopantetheinyl transferase superfamily,Domain,15802,713,1754435,111.0,20,Pfam full
PF04336.15,Acyl carrier protein phosphodiesterase,Family,1237,210,129690,104.8,28,Pfam full
PF08545.13,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,Domain,14759,432,1185769,80.3,35,Pfam full
PF08541.13,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,Domain,19586,437,1743687,89.0,29,Pfam full
PF10766.12,Multidrug efflux pump-associated protein AcrZ,Family,121,61,5732,47.4,65,Pfam full
PF00873.22,AcrB/AcrD/AcrF family,Family,44729,8366,38651451,864.1,23,Pfam full
PF19436.2,ACS/CODH beta subunit C-terminal,Domain,308,272,73034,237.1,54,Pfam full
PF01842.28,ACT domain,Domain,34234,201,2230633,65.2,18,Pfam full
PF09192.13,"Actin-fragmin kinase, catalytic",Domain,472,896,131430,278.5,48,Pfam full
PF05058.15,ActA Protein,Family,1,633,633,633.0,100,Pfam full
PF11821.11,"Alternative complex III, ActD subunit",Family,1134,338,188908,166.6,35,Pfam full
PF00976.21,Corticotropin ACTH domain,Family,887,32,16967,19.1,58,Pfam full
PF00022.22,Actin,Family,31597,3985,10220415,323.5,30,Pfam full
PF14408.9,Ribosomally synthesised peptide in actinomycetes,Family,160,123,9842,61.5,35,Pfam full
PF17003.8,Putative actin-like family,Family,40,1355,10595,264.9,18,Pfam full
PF11657.11,Transcriptional activator TraM,Family,72,220,9715,134.9,33,Pfam full
PF11498.11,Transcriptional activator LAG-3,Family,53,834,12151,229.3,17,Pfam full
PF01064.26,Activin types I and II receptor domain,Domain,5479,344,435711,79.5,27,Pfam full
PF16840.8,Actin-like protein 7A N-terminus,Domain,101,81,6400,63.4,64,Pfam full
PF10000.12,ACT domain,Domain,899,180,61729,68.7,32,Pfam full
PF13291.9,ACT domain,Domain,10187,215,800556,78.6,24,Pfam full
PF13710.9,ACT domain,Domain,5039,157,316796,62.9,45,Pfam full
PF13740.9,ACT domain,Domain,5468,304,412434,75.4,23,Pfam full
PF13840.9,ACT domain,Domain,12908,211,840058,65.1,29,Pfam full
PF19571.2,ACT domain pair,Domain,1105,327,153455,138.9,32,Pfam full
PF18859.4,Actinobacteria/chloroflexi VLRF1 release factor,Family,493,534,63628,129.1,39,Pfam full
PF01643.20,Acyl-ACP thioesterase,Family,3910,1468,797859,204.1,22,Pfam full
PF00441.27,"Acyl-CoA dehydrogenase, C-terminal domain",Domain,94233,1189,14190179,150.6,24,Pfam full
PF08028.14,"Acyl-CoA dehydrogenase, C-terminal domain",Domain,7294,923,969172,132.9,22,Pfam full
PF12806.10,Acetyl-CoA dehydrogenase C-terminal like,Domain,6442,370,812525,126.1,24,Pfam full
PF02770.22,"Acyl-CoA dehydrogenase, middle domain",Domain,88442,615,8729996,98.7,29,Pfam full
PF02771.19,"Acyl-CoA dehydrogenase, N-terminal domain",Domain,89239,746,10075338,112.9,21,Pfam full
PF14749.9,Acyl-coenzyme A oxidase N-terminal,Domain,3429,432,383451,111.8,25,Pfam full
PF12590.11,Acyl-ATP thioesterase,Family,447,224,54498,121.9,56,Pfam full
PF12186.11,Acyl-CoA dehydrogenase C terminal,Domain,234,192,25849,110.5,37,Pfam full
PF12418.11,Acyl-CoA dehydrogenase N terminal,Family,5182,55,161915,31.2,33,Pfam full
PF00708.21,Acylphosphatase,Domain,8678,310,726371,83.7,31,Pfam full
PF01553.24,Acyltransferase,Family,49235,1151,6686667,135.8,20,Pfam full
PF19576.2,Acyltransferase,Domain,1991,980,491747,247.0,26,Pfam full
PF16076.8,Acyltransferase C-terminus,Family,4298,286,317302,73.8,25,Pfam full
PF02551.18,Acyl-CoA thioesterase,Domain,136,628,14648,107.7,29,Pfam full
PF00698.24,Acyl transferase domain,Domain,36574,3067,10924429,298.7,25,Pfam full
PF02273.18,Acyl transferase,Domain,32,784,7756,242.4,24,Pfam full
PF01757.25,Acyltransferase family,Family,30377,2504,10147609,334.1,14,Pfam full
PF18883.3,Autochaperone Domain Type 1,Repeat,822,471,94318,114.7,34,Pfam full
PF16214.8,Adenylyl cyclase N-terminal extracellular and transmembrane region,Family,5165,2008,1281510,248.1,31,Pfam full
PF09793.12,Anticodon-binding domain,Domain,1302,326,111493,85.6,35,Pfam full
PF10198.12,Histone acetyltransferases subunit 3,Family,1440,560,185902,129.1,29,Pfam full
PF16698.8,"Membrane-proximal domain, switch, for ADAM17",Domain,881,133,53924,61.2,57,Pfam full
PF17771.4,ADAMTS cysteine-rich domain 2,Domain,8160,329,559226,68.5,41,Pfam full
PF19236.2,ADAMTS cysteine-rich domain,Domain,9337,423,933569,100.0,37,Pfam full
PF05986.17,ADAM-TS Spacer 1,Domain,9980,403,1122509,112.5,30,Pfam full
PF08516.15,ADAM cysteine-rich,Family,8308,490,945744,113.8,32,Pfam full
PF10199.12,Alpha and gamma adaptin binding protein p34,Family,1289,1045,188453,146.2,22,Pfam full
PF01602.23,Adaptin N terminal region,Repeat,22021,3853,10468125,475.4,21,Pfam full
PF00928.24,Adaptor complexes medium subunit family,Family,11763,1926,3039620,258.4,27,Pfam full
PF02805.19,Metal binding domain of Ada,Family,4693,173,299976,63.9,46,Pfam full
PF06314.14,Acetoacetate decarboxylase (ADC),Family,2453,1026,545196,222.3,17,Pfam full
PF06327.17,"Adenylate cyclase, conserved domain",Family,3527,369,332238,94.2,29,Pfam full
PF17981.4,Cysteine Rich ADD domain,Domain,944,127,51746,54.8,58,Pfam full
PF17980.4,Cysteine rich ADD domain in DNMT3,Domain,2042,141,110565,54.1,54,Pfam full
PF13382.9,Adenine deaminase C-terminal domain,Family,3258,404,540100,165.8,34,Pfam full
PF03352.16,Methyladenine glycosylase,Family,7374,621,1222588,165.8,39,Pfam full
PF04008.17,Adenosine specific kinase,Family,349,211,53359,152.9,57,Pfam full
PF02438.19,Late 100kD protein,Family,65,810,37635,579.0,44,Pfam full
PF03052.18,Adenoviral protein L1 52/55-kDa,Family,70,263,13798,197.1,40,Pfam full
PF02703.17,Early E1A protein,Family,56,501,6724,120.1,21,Pfam full
PF01691.19,Adenovirus E1B 19K protein / small t-antigen,Family,32,159,4297,134.3,36,Pfam full
PF01696.20,Adenovirus EB1 55K protein / large t-antigen,Repeat,54,606,16143,298.9,28,Pfam full
PF04623.15,Adenovirus E1B protein N-terminus,Family,19,102,1319,69.4,36,Pfam full
PF06040.14,Adenovirus E3 protein,Family,8,163,1030,128.8,48,Pfam full
PF05248.15,Adenovirus E3A,Family,15,112,1567,104.5,58,Pfam full
PF03376.17,Adenovirus E3B protein,Family,16,72,1072,67.0,54,Pfam full
PF04834.15,Early E3 14.5 kDa protein,Family,13,169,1360,104.6,41,Pfam full
PF03307.17,Adenovirus 15.3kD protein in E3 region,Family,18,133,2095,116.4,51,Pfam full
PF02440.18,Adenovirus E3 region protein CR1,Domain,28,165,2664,95.1,27,Pfam full
PF02439.18,Adenovirus E3 region protein CR2,Family,12,40,458,38.2,46,Pfam full
PF05385.14,Mastadenovirus early E4 13 kDa protein,Family,15,114,1602,106.8,46,Pfam full
PF04528.16,Adenovirus early E4 34 kDa protein conserved region,Family,29,213,4217,145.4,40,Pfam full
PF06931.14,Mastadenovirus E4 ORF3 protein,Family,19,117,2151,113.2,63,Pfam full
PF04881.16,Adenovirus GP19K,Family,13,183,1679,129.2,40,Pfam full
PF01065.22,"Hexon, adenovirus major coat protein, N-terminal domain",Domain,67,1064,38898,580.6,55,Pfam full
PF03678.17,"Hexon, adenovirus major coat protein, C-terminal domain",Domain,65,274,14992,230.6,62,Pfam full
PF02456.18,Adenovirus IVa2 protein,Domain,74,657,23921,323.3,43,Pfam full
PF00541.20,Adenoviral fibre protein (knob domain),Domain,26,330,4792,184.3,35,Pfam full
PF11081.11,Adenovirus L4-33K/L4-22K,Family,56,430,7984,142.6,25,Pfam full
PF01686.20,Adenovirus penton base protein,Family,67,592,31706,473.2,57,Pfam full
PF03955.17,Adenovirus hexon-associated protein (IX),Family,30,170,2901,96.7,43,Pfam full
PF03910.16,Adenovirus minor core protein PV,Family,37,621,9363,253.1,42,Pfam full
PF01310.21,"Adenovirus hexon associated protein, protein VIII",Family,73,423,14372,196.9,33,Pfam full
PF05829.15,Adenovirus late L2 mu core protein (Protein X),Family,59,60,2440,41.4,61,Pfam full
PF00608.20,Adenoviral fibre protein (repeat/shaft region),Repeat,310,134,11601,37.4,21,Pfam full
PF02459.18,Adenoviral DNA terminal protein,Family,68,853,36672,539.3,41,Pfam full
PF03228.17,Adenoviral core protein VII,Family,56,304,5868,104.8,39,Pfam full
PF16579.8,Adenylate sensor of SNF1-like protein kinase,Domain,1892,535,168994,89.3,36,Pfam full
PF01295.21,"Adenylate cyclase, class-I",Family,510,1292,268103,525.7,34,Pfam full
PF00709.24,Adenylosuccinate synthetase,Domain,12090,1908,4677308,386.9,44,Pfam full
PF12633.10,Adenylate cyclase NT domain,Domain,487,426,93530,192.1,41,Pfam full
PF04439.15,Streptomycin adenylyltransferase,Family,819,755,206852,252.6,26,Pfam full
PF19582.2,Solute-binding protein AdeT 1/2,Family,313,751,88413,282.5,38,Pfam full
PF16812.8,C-terminal head domain of the fowl adenovirus type 1 long fibre,Domain,23,294,4521,196.6,29,Pfam full
PF09085.13,"Adhesion molecule, immunoglobulin-like",Domain,169,179,18351,108.6,61,Pfam full
PF16747.8,Surface-adhesin protein E,Domain,36,169,4210,116.9,26,Pfam full
PF03257.16,"Mycoplasma adhesin P1, C-terminal",Domain,9,142,1009,112.1,49,Pfam full
PF18652.4,Adhesin P1 N-terminal domain,Domain,107,210,11509,107.6,23,Pfam full
PF08240.15,Alcohol dehydrogenase GroES-like domain,Domain,100412,851,10571984,105.3,27,Pfam full
PF16884.8,N-terminal domain of oxidoreductase,Family,9533,687,1019841,107.0,30,Pfam full
PF13823.9,Alcohol dehydrogenase GroES-associated,Family,3920,41,89587,22.9,48,Pfam full
PF00106.28,short chain dehydrogenase,Domain,202553,2549,36568586,180.5,23,Pfam full
PF13561.9,Enoyl-(Acyl carrier protein) reductase,Domain,181249,3187,41515187,229.1,27,Pfam full
PF00107.29,Zinc-binding dehydrogenase,Domain,119198,1059,15265625,128.1,20,Pfam full
PF13602.9,Zinc-binding dehydrogenase,Domain,24352,930,3211348,131.9,21,Pfam full
PF02274.20,Arginine deiminase,Family,3623,1803,1074567,296.6,28,Pfam full
PF11559.11,Afadin- and alpha -actinin-Binding,Coiled-coil,1746,393,255391,146.3,30,Pfam full
PF15202.9,Adipogenin,Family,115,139,7959,69.2,68,Pfam full
PF06377.14,Adipokinetic hormone,Family,149,124,7536,50.6,33,Pfam full
PF00406.25,Adenylate kinase,Domain,22918,1723,3777217,164.8,31,Pfam full
PF05191.17,"Adenylate kinase, active site lid",Domain,9049,137,327605,36.2,47,Pfam full
PF19627.2,Activity-dependent neuroprotector homeobox protein N-terminal,Domain,1284,1899,520977,405.7,27,Pfam full
PF05221.20,S-adenosyl-L-homocysteine hydrolase,Domain,15960,1647,4354194,272.8,35,Pfam full
PF00670.24,"S-adenosyl-L-homocysteine hydrolase, NAD binding domain",Domain,10287,810,1635079,158.9,54,Pfam full
PF08132.14,S-adenosyl-l-methionine decarboxylase leader peptide,Family,311,116,15337,49.3,77,Pfam full
PF02675.18,S-adenosylmethionine decarboxylase,Family,3225,359,371808,115.3,33,Pfam full
PF07757.16,Predicted AdoMet-dependent methyltransferase,Family,1425,368,141840,99.5,42,Pfam full
PF01941.22,S-adenosylmethionine synthetase (AdoMet synthetase),Family,455,732,169860,373.3,43,Pfam full
PF03496.17,ADP-ribosyltransferase exoenzyme,Family,614,961,111679,181.9,17,Pfam full
PF18648.4,Tse2 ADP-ribosyltransferase toxins,Domain,37,251,4825,130.4,27,Pfam full
PF04587.18,ADP-specific Phosphofructokinase/Glucokinase conserved region,Family,1005,1298,375663,373.8,34,Pfam full
PF03747.17,ADP-ribosylglycohydrolase,Family,10354,1800,2872542,277.4,19,Pfam full
PF10397.12,Adenylosuccinate lyase C-terminus,Domain,7790,278,629624,80.8,29,Pfam full
PF20032.2,ADYC domain,Domain,114,434,20848,182.9,28,Pfam full
PF08509.14,Adenylate cyclase G-alpha binding domain,Domain,403,102,18927,47.0,34,Pfam full
PF16701.8,Adenylate cyclase regulatory domain,Domain,613,441,93099,151.9,36,Pfam full
PF06355.16,Aegerolysin,Family,378,348,46958,124.2,25,Pfam full
PF17049.8,ATPase expression protein 1,Family,34,664,11780,346.5,18,Pfam full
PF01117.23,Aerolysin toxin,Domain,291,795,52359,179.9,19,Pfam full
PF05110.16,AF-4 proto-oncoprotein N-terminal region,Family,2313,1480,685573,296.4,32,Pfam full
PF18876.3,AF-4 proto-oncoprotein C-terminal region,Family,1905,937,449453,235.9,46,Pfam full
PF14591.9,AF0941-like,Domain,23,168,1999,86.9,32,Pfam full
PF01954.19,AF2212-like,Family,257,179,15209,59.2,24,Pfam full
PF14556.9,AF2331-like,Domain,3,93,273,91.0,47,Pfam full
PF18875.3,AF4 interaction motif,Motif,1272,17,18882,14.8,79,Pfam full
PF05775.15,Enterobacteria AfaD invasin protein,Family,6,112,630,105.0,44,Pfam full
PF15339.9,Acrosome formation-associated factor,Family,130,348,17790,136.8,53,Pfam full
PF03969.19,AFG1-like ATPase,Family,8314,2417,2335791,280.9,26,Pfam full
PF07792.15,Docking domain of Afi1 for Arf3 in vesicle trafficking,Domain,807,626,89968,111.5,43,Pfam full
PF08493.13,Aflatoxin regulatory protein,Family,712,301,70860,99.5,20,Pfam full
PF01314.21,"Aldehyde ferredoxin oxidoreductase, domains 2 & 3",Domain,2114,1535,777081,367.6,26,Pfam full
PF02730.18,"Aldehyde ferredoxin oxidoreductase, N-terminal domain",Domain,2088,580,415627,199.1,35,Pfam full
PF02420.18,Insect antifreeze protein repeat,Repeat,22,19,241,11.0,58,Pfam full
PF18815.4,Bacterial antifreeze protein repeat,Repeat,13,58,672,51.7,55,Pfam full
PF03756.16,A-factor biosynthesis hotdog domain,Domain,1419,468,178295,125.6,21,Pfam full
PF08731.14,Transcription factor AFT,Family,205,301,18694,91.2,24,Pfam full
PF11786.11,Aft1 HRA domain,Disordered,602,331,45832,76.1,56,Pfam full
PF11787.11,Aft1 HRR domain,Disordered,435,222,32649,75.1,47,Pfam full
PF11785.11,Aft1 osmotic stress response (OSM) domain,Disordered,558,161,28472,51.0,42,Pfam full
PF12249.11,Arabinofuranosyltransferase A C terminal,Family,271,397,46367,171.1,42,Pfam full
PF12250.11,Arabinofuranosyltransferase N terminal,Family,289,941,121712,421.1,37,Pfam full
PF04671.15,Erythrocyte membrane-associated giant protein antigen 332,Repeat,325,24,6801,20.9,53,Pfam full
PF17366.5,A-agglutinin-binding subunit Aga2,Family,23,93,1380,60.0,41,Pfam full
PF17992.4,Agarase CBM like domain,Domain,124,452,21331,172.0,22,Pfam full
PF05641.15,Agenet domain,Domain,7453,322,465707,62.5,30,Pfam full
PF07468.14,Agglutinin domain,Domain,790,585,108304,137.1,25,Pfam full
PF18021.4,Agglutinin C-terminal,Domain,65,169,5868,90.3,32,Pfam full
PF17558.5,Androgenic gland hormone,Family,2,121,242,121.0,91,Pfam full
PF17998.4,Cell surface antigen I/II C2 terminal domain,Domain,173,398,27560,159.3,24,Pfam full
PF19712.2,Acylglycerol kinase C-terminal,Domain,618,735,111042,179.7,47,Pfam full
PF18079.4,Archaeal glycosylation protein B long peripheral domain,Domain,225,212,20981,93.2,33,Pfam full
PF16338.8,"Alpha-glucosidase, N-terminal",Domain,2173,286,204060,93.9,18,Pfam full
PF09171.13,N-glycosylase/DNA lyase,Domain,48,377,11065,230.5,25,Pfam full
PF05039.15,Agouti protein,Family,577,71,25062,43.4,52,Pfam full
PF10427.12,Argonaute hook,Family,1378,593,203633,147.8,44,Pfam full
PF18236.4,Argonaute N domain,Domain,12,150,1508,125.7,56,Pfam full
PF18351.4,Fungal Argonaute N-terminal domain,Domain,12,105,1160,96.7,55,Pfam full
PF06376.15,Arabinogalactan peptide,Family,860,77,30221,35.1,62,Pfam full
PF18723.4,alpha-glutamyl/putrescinyl thymine pyrophosphorylase clade 1,Domain,349,739,91206,261.3,29,Pfam full
PF18724.4,Alpha-glutamyl/putrescinyl thymine pyrophosphorylase clade 2,Domain,43,403,10039,233.5,30,Pfam full
PF18746.4,Alpha-glutamyl/putrescinyl thymine pyrophosphorylase clade 3,Domain,46,350,11701,254.4,36,Pfam full
PF04647.18,Accessory gene regulator B,Family,1067,395,184520,172.9,18,Pfam full
PF19188.3,Adhesion GPCR B N-terminal region,Family,1673,375,301233,180.1,45,Pfam full
PF05931.14,Staphylococcal AgrD protein,Family,9,53,374,41.6,34,Pfam full
PF04730.15,Agrobacterium VirD5 protein,Family,13,798,4145,318.8,34,Pfam full
PF18134.4,Adenylyl/Guanylyl and SMODS C-terminal sensor domain,Domain,240,294,31118,129.7,28,Pfam full
PF11440.11,DNA alpha-glucosyltransferase,Family,11,495,3619,329.0,40,Pfam full
PF06396.14,"Angiotensin II, type I receptor-associated protein (AGTRAP)",Family,465,450,63493,136.5,40,Pfam full
PF09229.14,"Activator of Hsp90 ATPase, N-terminal",Domain,2488,556,323712,130.1,27,Pfam full
PF17793.4,ANC1 homology domain (AHD),Domain,891,125,54164,60.8,69,Pfam full
PF14412.9,A nuclease family of the HNH/ENDO VII superfamily with conserved AHH,Family,589,403,63524,107.9,17,Pfam full
PF18743.4,REase_AHJR-like,Domain,72,191,8470,117.6,25,Pfam full
PF17327.5,Acyl homoserine lactone synthase,Family,24,433,8369,348.7,29,Pfam full
PF00578.24,AhpC/TSA family,Domain,48207,1007,6129804,127.2,22,Pfam full
PF13911.9,AhpC/TSA antioxidant enzyme,Domain,3238,681,381344,117.8,21,Pfam full
PF08327.14,Activator of Hsp90 ATPase homolog 1-like protein,Family,19009,659,2417317,127.2,18,Pfam full
PF09236.13,Alpha-haemoglobin stabilising protein,Domain,102,114,8753,85.8,70,Pfam full
PF01594.19,AI-2E family transporter,Family,23798,2185,7615391,320.0,18,Pfam full
PF15334.9,Aurora kinase A and ninein interacting protein,Family,169,751,43542,257.6,46,Pfam full
PF01808.21,AICARFT/IMPCHase bienzyme,Family,10158,1108,3038515,299.1,38,Pfam full
PF18767.4,Activation induced deaminase,Family,18,111,1497,83.2,39,Pfam full
PF16168.8,"Adhesin of bacterial autotransporter system, probable stalk",Repeat,274,121,15494,56.5,39,Pfam full
PF14186.9,"Axin interactor dorsalisation-associated protein, C-terminal",Domain,576,367,76295,132.5,63,Pfam full
PF08910.13,Aida N-terminus,Family,457,200,41864,91.6,65,Pfam full
PF18158.4,Adaptive response protein AidB N-terminal domain,Domain,3748,562,587996,156.9,29,Pfam full
PF14962.9,Mitochondria Localisation Sequence,Family,387,621,56910,147.1,31,Pfam full
PF14721.9,"Apoptosis-inducing factor, mitochondrion-associated, C-term",Domain,1190,385,124034,104.2,52,Pfam full
PF04548.19,AIG1 family,Domain,14771,1589,2751534,186.3,26,Pfam full
PF13772.9,AIG2-like family,Family,2269,428,189443,83.5,33,Pfam full
PF06316.14,Enterobacterial Ail/Lom protein,Family,138,628,24622,178.4,37,Pfam full
PF10315.12,Altered inheritance of mitochondria protein 19,Family,233,313,26377,113.2,28,Pfam full
PF11489.11,Altered inheritance of mitochondria protein 21,Disordered,524,2215,356126,679.6,35,Pfam full
PF01987.20,Mitochondrial biogenesis AIM24,Family,7524,1300,1543996,205.2,24,Pfam full
PF17096.8,Altered inheritance of mitochondria protein 3,Family,61,253,5378,88.2,31,Pfam full
PF17050.8,Altered inheritance of mitochondria 5,Family,513,203,33069,64.5,30,Pfam full
PF16780.8,AIMP2 lysyl-tRNA synthetase binding domain,Domain,259,91,11825,45.7,53,Pfam full
PF03915.16,Actin interacting protein 3,Family,3424,1844,780051,227.8,26,Pfam full
PF10592.12,AIPR protein,Family,1121,1022,332435,296.6,19,Pfam full
PF00731.23,AIR carboxylase,Domain,11798,489,1700945,144.2,44,Pfam full
PF00586.27,"AIR synthase related protein, N-terminal domain",Domain,31173,580,3804080,122.0,23,Pfam full
PF02769.25,"AIR synthase related protein, C-terminal domain",Domain,39578,978,6250615,157.9,18,Pfam full
PF15298.9,AJAP1/PANP C-terminus,Family,457,376,66763,146.1,47,Pfam full
PF14469.9,28 kDa A-kinase anchor,Family,398,269,44155,110.9,33,Pfam full
PF15304.9,A-kinase anchor protein 2 C-terminus,Family,785,1291,147376,187.7,21,Pfam full
PF10469.12,AKAP7 2'5' RNA ligase-like domain,Domain,2785,1322,571312,205.1,23,Pfam full
